Day Week Ends On,Sort County x Week,County,Count Confirmed Cases Suppressed if 1-4,Count Probable Cases Suppressed if 1-4,Count Hospitalized Cases Suppressed if 1-4,Count Deceased Cases Suppressed if 1-4
4/17/2021 12:00:00 AM,2151,Greenwood,81,9,<5,<5
4/24/2021 12:00:00 AM,2152,Greenwood,44,22,<5,
5/1/2021 12:00:00 AM,2153,Greenwood,72,20,<5,<5
5/8/2021 12:00:00 AM,2154,Greenwood,58,10,<5,<5
5/15/2021 12:00:00 AM,2155,Greenwood,56,10,<5,
5/22/2021 12:00:00 AM,2156,Greenwood,32,11,<5,
5/29/2021 12:00:00 AM,2157,Greenwood,14,<5,<5,
6/5/2021 12:00:00 AM,2158,Greenwood,<5,<5,<5,<5
6/12/2021 12:00:00 AM,2159,Greenwood,6,<5,<5,
6/19/2021 12:00:00 AM,2160,Greenwood,<5,<5,<5,
6/26/2021 12:00:00 AM,2161,Greenwood,15,5,<5,
7/3/2021 12:00:00 AM,2162,Greenwood,7,<5,<5,<5
7/10/2021 12:00:00 AM,2163,Greenwood,15,<5,<5,
7/17/2021 12:00:00 AM,2164,Greenwood,21,<5,<5,
7/24/2021 12:00:00 AM,2165,Greenwood,30,<5,<5,
7/31/2021 12:00:00 AM,2166,Greenwood,84,13,<5,<5
8/7/2021 12:00:00 AM,2167,Greenwood,155,16,<5,
8/14/2021 12:00:00 AM,2168,Greenwood,187,16,<5,<5
8/21/2021 12:00:00 AM,2169,Greenwood,241,18,<5,
8/28/2021 12:00:00 AM,2170,Greenwood,308,47,<5,
9/4/2021 12:00:00 AM,2171,Greenwood,571,57,<5,<5
9/11/2021 12:00:00 AM,2172,Greenwood,640,43,<5,5
9/18/2021 12:00:00 AM,2173,Greenwood,407,36,<5,8
9/25/2021 12:00:00 AM,2174,Greenwood,356,47,8,8
10/2/2021 12:00:00 AM,2175,Greenwood,296,38,6,6
10/9/2021 12:00:00 AM,2176,Greenwood,213,24,9,5
10/16/2021 12:00:00 AM,2177,Greenwood,123,13,<5,5
10/23/2021 12:00:00 AM,2178,Greenwood,104,23,6,6
10/30/2021 12:00:00 AM,2179,Greenwood,48,20,<5,<5
11/6/2021 12:00:00 AM,2180,Greenwood,66,12,<5,<5
11/13/2021 12:00:00 AM,2181,Greenwood,72,26,<5,<5
11/20/2021 12:00:00 AM,2182,Greenwood,92,22,5,6
11/27/2021 12:00:00 AM,2183,Greenwood,75,<5,<5,<5
12/4/2021 12:00:00 AM,2184,Greenwood,92,30,6,
12/11/2021 12:00:00 AM,2185,Greenwood,108,16,<5,<5
12/18/2021 12:00:00 AM,2186,Greenwood,104,31,<5,<5
4/4/2020 12:00:00 AM,2187,Hampton,<5,<5,<5,
4/11/2020 12:00:00 AM,2188,Hampton,6,<5,<5,
4/18/2020 12:00:00 AM,2189,Hampton,15,<5,<5,
5/2/2020 12:00:00 AM,2190,Hampton,<5,<5,<5,
5/9/2020 12:00:00 AM,2191,Hampton,<5,<5,<5,
5/16/2020 12:00:00 AM,2192,Hampton,<5,<5,<5,
5/23/2020 12:00:00 AM,2193,Hampton,5,<5,<5,
5/30/2020 12:00:00 AM,2194,Hampton,<5,<5,<5,
6/6/2020 12:00:00 AM,2195,Hampton,<5,<5,<5,<5
6/13/2020 12:00:00 AM,2196,Hampton,9,<5,<5,
6/20/2020 12:00:00 AM,2197,Hampton,<5,<5,<5,
6/27/2020 12:00:00 AM,2198,Hampton,13,<5,<5,<5
7/4/2020 12:00:00 AM,2199,Hampton,18,<5,<5,<5
7/11/2020 12:00:00 AM,2200,Hampton,23,<5,<5,
7/18/2020 12:00:00 AM,2201,Hampton,63,<5,6,
7/25/2020 12:00:00 AM,2202,Hampton,97,<5,8,<5
8/1/2020 12:00:00 AM,2203,Hampton,89,<5,6,<5
8/8/2020 12:00:00 AM,2204,Hampton,66,<5,5,7
8/15/2020 12:00:00 AM,2205,Hampton,36,5,<5,<5
8/22/2020 12:00:00 AM,2206,Hampton,37,<5,6,<5
8/29/2020 12:00:00 AM,2207,Hampton,31,<5,<5,<5
9/5/2020 12:00:00 AM,2208,Hampton,21,<5,<5,<5
9/12/2020 12:00:00 AM,2209,Hampton,20,<5,<5,<5
9/19/2020 12:00:00 AM,2210,Hampton,28,<5,<5,
9/26/2020 12:00:00 AM,2211,Hampton,39,<5,<5,<5
10/3/2020 12:00:00 AM,2212,Hampton,46,<5,<5,
10/10/2020 12:00:00 AM,2213,Hampton,30,<5,<5,<5
10/17/2020 12:00:00 AM,2214,Hampton,10,<5,<5,<5
10/24/2020 12:00:00 AM,2215,Hampton,18,<5,<5,<5
10/31/2020 12:00:00 AM,2216,Hampton,12,<5,<5,
11/7/2020 12:00:00 AM,2217,Hampton,18,5,<5,
11/14/2020 12:00:00 AM,2218,Hampton,23,<5,<5,
11/21/2020 12:00:00 AM,2219,Hampton,19,8,5,<5
11/28/2020 12:00:00 AM,2220,Hampton,8,<5,<5,<5
12/5/2020 12:00:00 AM,2221,Hampton,27,10,<5,<5
12/12/2020 12:00:00 AM,2222,Hampton,49,19,10,
12/19/2020 12:00:00 AM,2223,Hampton,45,14,<5,
12/26/2020 12:00:00 AM,2224,Hampton,35,20,8,<5
1/2/2021 12:00:00 AM,2225,Hampton,58,16,<5,<5
1/9/2021 12:00:00 AM,2226,Hampton,67,14,<5,<5
1/16/2021 12:00:00 AM,2227,Hampton,90,27,<5,
1/23/2021 12:00:00 AM,2228,Hampton,69,15,8,
1/30/2021 12:00:00 AM,2229,Hampton,73,14,<5,
2/6/2021 12:00:00 AM,2230,Hampton,34,14,<5,
2/13/2021 12:00:00 AM,2231,Hampton,33,7,<5,<5
2/20/2021 12:00:00 AM,2232,Hampton,22,19,<5,<5
2/27/2021 12:00:00 AM,2233,Hampton,21,17,<5,
3/6/2021 12:00:00 AM,2234,Hampton,20,18,<5,<5
3/13/2021 12:00:00 AM,2235,Hampton,20,9,<5,<5
3/20/2021 12:00:00 AM,2236,Hampton,19,20,<5,
3/27/2021 12:00:00 AM,2237,Hampton,15,12,<5,<5
4/3/2021 12:00:00 AM,2238,Hampton,23,6,<5,<5
4/10/2021 12:00:00 AM,2239,Hampton,10,<5,<5,
4/17/2021 12:00:00 AM,2240,Hampton,5,5,<5,<5
4/24/2021 12:00:00 AM,2241,Hampton,14,<5,<5,<5
5/1/2021 12:00:00 AM,2242,Hampton,6,<5,<5,
5/8/2021 12:00:00 AM,2243,Hampton,5,5,<5,
5/15/2021 12:00:00 AM,2244,Hampton,<5,<5,<5,
5/22/2021 12:00:00 AM,2245,Hampton,<5,<5,<5,
5/29/2021 12:00:00 AM,2246,Hampton,<5,<5,<5,
6/5/2021 12:00:00 AM,2247,Hampton,<5,<5,<5,<5
6/12/2021 12:00:00 AM,2248,Hampton,<5,<5,<5,
6/19/2021 12:00:00 AM,2249,Hampton,<5,<5,<5,
6/26/2021 12:00:00 AM,2250,Hampton,<5,<5,<5,
7/3/2021 12:00:00 AM,2251,Hampton,<5,<5,<5,<5
7/10/2021 12:00:00 AM,2252,Hampton,10,<5,<5,
7/17/2021 12:00:00 AM,2253,Hampton,14,8,5,
7/24/2021 12:00:00 AM,2254,Hampton,13,16,<5,
7/31/2021 12:00:00 AM,2255,Hampton,29,22,6,
8/7/2021 12:00:00 AM,2256,Hampton,43,20,5,<5
8/14/2021 12:00:00 AM,2257,Hampton,81,26,<5,<5
8/21/2021 12:00:00 AM,2258,Hampton,87,50,8,<5
8/28/2021 12:00:00 AM,2259,Hampton,143,41,<5,<5
9/4/2021 12:00:00 AM,2260,Hampton,151,44,6,<5
9/11/2021 12:00:00 AM,2261,Hampton,85,38,6,<5
9/18/2021 12:00:00 AM,2262,Hampton,59,21,<5,<5
9/25/2021 12:00:00 AM,2263,Hampton,46,13,<5,<5
10/2/2021 12:00:00 AM,2264,Hampton,20,12,5,
10/9/2021 12:00:00 AM,2265,Hampton,27,11,<5,
10/16/2021 12:00:00 AM,2266,Hampton,11,<5,<5,<5
10/23/2021 12:00:00 AM,2267,Hampton,<5,<5,<5,
10/30/2021 12:00:00 AM,2268,Hampton,<5,5,<5,
11/6/2021 12:00:00 AM,2269,Hampton,<5,<5,<5,
11/13/2021 12:00:00 AM,2270,Hampton,<5,<5,<5,
11/20/2021 12:00:00 AM,2271,Hampton,14,8,<5,
11/27/2021 12:00:00 AM,2272,Hampton,5,<5,<5,<5
12/4/2021 12:00:00 AM,2273,Hampton,6,10,<5,
12/11/2021 12:00:00 AM,2274,Hampton,13,5,<5,
12/18/2021 12:00:00 AM,2275,Hampton,9,8,<5,
3/14/2020 12:00:00 AM,2276,Horry,<5,<5,<5,
3/21/2020 12:00:00 AM,2277,Horry,12,<5,5,
3/28/2020 12:00:00 AM,2278,Horry,16,<5,9,<5
4/4/2020 12:00:00 AM,2279,Horry,37,<5,18,<5
4/11/2020 12:00:00 AM,2280,Horry,72,<5,18,<5
4/18/2020 12:00:00 AM,2281,Horry,48,<5,11,5
4/25/2020 12:00:00 AM,2282,Horry,16,<5,<5,<5
5/2/2020 12:00:00 AM,2283,Horry,24,<5,<5,<5
5/9/2020 12:00:00 AM,2284,Horry,35,<5,9,
5/16/2020 12:00:00 AM,2285,Horry,48,<5,10,<5
5/23/2020 12:00:00 AM,2286,Horry,76,<5,<5,<5
5/30/2020 12:00:00 AM,2287,Horry,56,<5,9,5
6/6/2020 12:00:00 AM,2288,Horry,221,<5,20,7
6/13/2020 12:00:00 AM,2289,Horry,532,<5,27,<5
6/20/2020 12:00:00 AM,2290,Horry,791,<5,39,5
6/27/2020 12:00:00 AM,2291,Horry,1047,<5,91,<5
7/4/2020 12:00:00 AM,2292,Horry,1514,<5,100,18
7/11/2020 12:00:00 AM,2293,Horry,1249,9,108,15
7/18/2020 12:00:00 AM,2294,Horry,926,26,95,13
7/25/2020 12:00:00 AM,2295,Horry,701,96,66,22
8/1/2020 12:00:00 AM,2296,Horry,531,54,57,22
8/8/2020 12:00:00 AM,2297,Horry,366,40,30,28
8/15/2020 12:00:00 AM,2298,Horry,239,38,22,14
8/22/2020 12:00:00 AM,2299,Horry,192,60,18,6
8/29/2020 12:00:00 AM,2300,Horry,211,38,14,5
9/5/2020 12:00:00 AM,2301,Horry,197,66,14,5
9/12/2020 12:00:00 AM,2302,Horry,206,58,7,<5
9/19/2020 12:00:00 AM,2303,Horry,201,37,13,<5
9/26/2020 12:00:00 AM,2304,Horry,151,38,14,<5
10/3/2020 12:00:00 AM,2305,Horry,230,46,16,<5
10/10/2020 12:00:00 AM,2306,Horry,552,110,39,<5
10/17/2020 12:00:00 AM,2307,Horry,478,100,40,11
10/24/2020 12:00:00 AM,2308,Horry,409,85,34,7
10/31/2020 12:00:00 AM,2309,Horry,259,80,28,11
11/7/2020 12:00:00 AM,2310,Horry,343,60,31,9
11/14/2020 12:00:00 AM,2311,Horry,522,82,37,10
11/21/2020 12:00:00 AM,2312,Horry,473,113,21,14
11/28/2020 12:00:00 AM,2313,Horry,591,114,39,5
12/5/2020 12:00:00 AM,2314,Horry,936,168,64,8
12/12/2020 12:00:00 AM,2315,Horry,878,234,52,7
12/19/2020 12:00:00 AM,2316,Horry,928,355,62,18
12/26/2020 12:00:00 AM,2317,Horry,1227,380,80,20
1/2/2021 12:00:00 AM,2318,Horry,1357,660,85,18
1/9/2021 12:00:00 AM,2319,Horry,1571,845,79,36
1/16/2021 12:00:00 AM,2320,Horry,1414,626,93,29
1/23/2021 12:00:00 AM,2321,Horry,1161,656,67,31
1/30/2021 12:00:00 AM,2322,Horry,970,550,48,32
2/6/2021 12:00:00 AM,2323,Horry,896,539,56,31
2/13/2021 12:00:00 AM,2324,Horry,862,468,55,10
2/20/2021 12:00:00 AM,2325,Horry,707,399,51,11
2/27/2021 12:00:00 AM,2326,Horry,432,342,24,9
3/6/2021 12:00:00 AM,2327,Horry,340,310,26,7
3/13/2021 12:00:00 AM,2328,Horry,245,236,33,6
3/20/2021 12:00:00 AM,2329,Horry,275,242,17,5
3/27/2021 12:00:00 AM,2330,Horry,288,232,18,5
4/3/2021 12:00:00 AM,2331,Horry,212,194,24,5
4/10/2021 12:00:00 AM,2332,Horry,236,210,15,<5
4/17/2021 12:00:00 AM,2333,Horry,243,222,27,<5
4/24/2021 12:00:00 AM,2334,Horry,173,177,17,<5
5/1/2021 12:00:00 AM,2335,Horry,151,120,17,6
5/8/2021 12:00:00 AM,2336,Horry,111,112,14,<5
5/15/2021 12:00:00 AM,2337,Horry,84,83,8,
5/22/2021 12:00:00 AM,2338,Horry,76,65,12,<5
5/29/2021 12:00:00 AM,2339,Horry,68,84,8,5
6/5/2021 12:00:00 AM,2340,Horry,56,49,<5,<5
6/12/2021 12:00:00 AM,2341,Horry,55,36,<5,<5
6/19/2021 12:00:00 AM,2342,Horry,35,48,<5,
6/26/2021 12:00:00 AM,2343,Horry,47,48,<5,
7/3/2021 12:00:00 AM,2344,Horry,85,57,6,<5
7/10/2021 12:00:00 AM,2345,Horry,161,116,15,<5
7/17/2021 12:00:00 AM,2346,Horry,264,188,12,<5
7/24/2021 12:00:00 AM,2347,Horry,464,228,38,<5
7/31/2021 12:00:00 AM,2348,Horry,975,414,47,7
8/7/2021 12:00:00 AM,2349,Horry,1338,501,77,12
8/14/2021 12:00:00 AM,2350,Horry,1423,517,65,14
8/21/2021 12:00:00 AM,2351,Horry,1457,550,83,22
8/28/2021 12:00:00 AM,2352,Horry,1829,796,89,24
9/4/2021 12:00:00 AM,2353,Horry,1942,1039,91,36
9/11/2021 12:00:00 AM,2354,Horry,1211,712,86,30
9/18/2021 12:00:00 AM,2355,Horry,1287,655,70,38
9/25/2021 12:00:00 AM,2356,Horry,910,453,45,29
10/2/2021 12:00:00 AM,2357,Horry,646,346,37,19
10/9/2021 12:00:00 AM,2358,Horry,502,212,22,24
10/16/2021 12:00:00 AM,2359,Horry,349,187,18,18
10/23/2021 12:00:00 AM,2360,Horry,268,147,17,15
10/30/2021 12:00:00 AM,2361,Horry,216,124,16,7
11/6/2021 12:00:00 AM,2362,Horry,190,140,10,5
11/13/2021 12:00:00 AM,2363,Horry,226,161,11,5
11/20/2021 12:00:00 AM,2364,Horry,233,137,10,<5
11/27/2021 12:00:00 AM,2365,Horry,198,69,7,<5
12/4/2021 12:00:00 AM,2366,Horry,280,193,11,<5
12/11/2021 12:00:00 AM,2367,Horry,345,226,11,6
12/18/2021 12:00:00 AM,2368,Horry,296,205,11,5
3/21/2020 12:00:00 AM,2369,Jasper,<5,<5,<5,
3/28/2020 12:00:00 AM,2370,Jasper,<5,<5,<5,
4/4/2020 12:00:00 AM,2371,Jasper,6,<5,<5,
4/11/2020 12:00:00 AM,2372,Jasper,<5,<5,<5,
4/18/2020 12:00:00 AM,2373,Jasper,<5,<5,<5,<5
4/25/2020 12:00:00 AM,2374,Jasper,<5,<5,<5,
5/2/2020 12:00:00 AM,2375,Jasper,<5,<5,<5,
5/9/2020 12:00:00 AM,2376,Jasper,<5,<5,<5,
5/16/2020 12:00:00 AM,2377,Jasper,<5,<5,<5,
5/23/2020 12:00:00 AM,2378,Jasper,13,<5,<5,<5
5/30/2020 12:00:00 AM,2379,Jasper,5,<5,<5,
6/6/2020 12:00:00 AM,2380,Jasper,<5,<5,<5,
6/13/2020 12:00:00 AM,2381,Jasper,7,<5,<5,<5
6/20/2020 12:00:00 AM,2382,Jasper,23,<5,<5,
6/27/2020 12:00:00 AM,2383,Jasper,45,<5,<5,
7/4/2020 12:00:00 AM,2384,Jasper,60,<5,<5,
7/11/2020 12:00:00 AM,2385,Jasper,88,<5,<5,
7/18/2020 12:00:00 AM,2386,Jasper,73,<5,8,<5
7/25/2020 12:00:00 AM,2387,Jasper,75,<5,8,5
8/1/2020 12:00:00 AM,2388,Jasper,84,<5,<5,<5
8/8/2020 12:00:00 AM,2389,Jasper,98,<5,9,<5
8/15/2020 12:00:00 AM,2390,Jasper,39,<5,<5,<5
8/22/2020 12:00:00 AM,2391,Jasper,34,<5,9,
8/29/2020 12:00:00 AM,2392,Jasper,31,<5,<5,
9/5/2020 12:00:00 AM,2393,Jasper,23,<5,<5,
9/12/2020 12:00:00 AM,2394,Jasper,27,<5,<5,<5
9/19/2020 12:00:00 AM,2395,Jasper,38,<5,<5,
9/26/2020 12:00:00 AM,2396,Jasper,29,<5,<5,<5
10/3/2020 12:00:00 AM,2397,Jasper,21,<5,<5,<5
10/10/2020 12:00:00 AM,2398,Jasper,28,<5,<5,
10/17/2020 12:00:00 AM,2399,Jasper,20,<5,<5,
10/24/2020 12:00:00 AM,2400,Jasper,36,<5,<5,
10/31/2020 12:00:00 AM,2401,Jasper,29,<5,<5,
11/7/2020 12:00:00 AM,2402,Jasper,26,<5,<5,
11/14/2020 12:00:00 AM,2403,Jasper,23,<5,<5,<5
11/21/2020 12:00:00 AM,2404,Jasper,35,<5,<5,
11/28/2020 12:00:00 AM,2405,Jasper,26,<5,<5,<5
12/5/2020 12:00:00 AM,2406,Jasper,40,<5,<5,<5
12/12/2020 12:00:00 AM,2407,Jasper,60,<5,<5,
12/19/2020 12:00:00 AM,2408,Jasper,55,<5,<5,<5
12/26/2020 12:00:00 AM,2409,Jasper,96,7,5,
1/2/2021 12:00:00 AM,2410,Jasper,128,12,5,
1/9/2021 12:00:00 AM,2411,Jasper,131,12,6,<5
1/16/2021 12:00:00 AM,2412,Jasper,134,7,5,<5
1/23/2021 12:00:00 AM,2413,Jasper,74,9,<5,<5
1/30/2021 12:00:00 AM,2414,Jasper,90,13,8,6
2/6/2021 12:00:00 AM,2415,Jasper,72,9,<5,<5
2/13/2021 12:00:00 AM,2416,Jasper,49,8,<5,<5
2/20/2021 12:00:00 AM,2417,Jasper,23,<5,<5,
2/27/2021 12:00:00 AM,2418,Jasper,26,<5,<5,<5
3/6/2021 12:00:00 AM,2419,Jasper,15,<5,<5,
3/13/2021 12:00:00 AM,2420,Jasper,20,8,<5,
3/20/2021 12:00:00 AM,2421,Jasper,8,<5,<5,
3/27/2021 12:00:00 AM,2422,Jasper,9,10,<5,
4/3/2021 12:00:00 AM,2423,Jasper,16,<5,<5,<5
4/10/2021 12:00:00 AM,2424,Jasper,6,<5,<5,
4/17/2021 12:00:00 AM,2425,Jasper,12,9,<5,<5
4/24/2021 12:00:00 AM,2426,Jasper,16,6,<5,
5/1/2021 12:00:00 AM,2427,Jasper,7,12,<5,
5/8/2021 12:00:00 AM,2428,Jasper,23,<5,<5,<5
5/15/2021 12:00:00 AM,2429,Jasper,10,11,<5,
5/22/2021 12:00:00 AM,2430,Jasper,14,8,<5,
5/29/2021 12:00:00 AM,2431,Jasper,6,<5,<5,
6/5/2021 12:00:00 AM,2432,Jasper,<5,<5,<5,<5
6/12/2021 12:00:00 AM,2433,Jasper,5,<5,<5,
6/19/2021 12:00:00 AM,2434,Jasper,<5,5,<5,<5
6/26/2021 12:00:00 AM,2435,Jasper,<5,<5,<5,
7/3/2021 12:00:00 AM,2436,Jasper,<5,5,<5,
7/10/2021 12:00:00 AM,2437,Jasper,8,<5,<5,
7/17/2021 12:00:00 AM,2438,Jasper,8,<5,<5,
7/24/2021 12:00:00 AM,2439,Jasper,25,27,<5,
7/31/2021 12:00:00 AM,2440,Jasper,59,20,<5,<5
8/7/2021 12:00:00 AM,2441,Jasper,119,41,9,
8/14/2021 12:00:00 AM,2442,Jasper,129,47,6,<5
8/21/2021 12:00:00 AM,2443,Jasper,145,48,9,5
8/28/2021 12:00:00 AM,2444,Jasper,172,50,<5,<5
9/4/2021 12:00:00 AM,2445,Jasper,160,27,8,<5
9/11/2021 12:00:00 AM,2446,Jasper,83,29,9,<5
9/18/2021 12:00:00 AM,2447,Jasper,74,30,9,<5
9/25/2021 12:00:00 AM,2448,Jasper,55,23,<5,5
10/2/2021 12:00:00 AM,2449,Jasper,39,14,<5,<5
10/9/2021 12:00:00 AM,2450,Jasper,22,8,<5,6
10/16/2021 12:00:00 AM,2451,Jasper,8,13,<5,<5
10/23/2021 12:00:00 AM,2452,Jasper,<5,<5,<5,
10/30/2021 12:00:00 AM,2453,Jasper,11,9,<5,
11/6/2021 12:00:00 AM,2454,Jasper,<5,<5,<5,
11/13/2021 12:00:00 AM,2455,Jasper,7,<5,<5,
11/20/2021 12:00:00 AM,2456,Jasper,16,<5,<5,<5
11/27/2021 12:00:00 AM,2457,Jasper,5,<5,<5,
12/4/2021 12:00:00 AM,2458,Jasper,17,6,<5,
12/11/2021 12:00:00 AM,2459,Jasper,11,7,<5,
12/18/2021 12:00:00 AM,2460,Jasper,17,9,<5,
3/7/2020 12:00:00 AM,2461,Kershaw,<5,<5,<5,
3/14/2020 12:00:00 AM,2462,Kershaw,12,<5,6,
3/21/2020 12:00:00 AM,2463,Kershaw,32,<5,7,
3/28/2020 12:00:00 AM,2464,Kershaw,43,<5,9,<5
4/4/2020 12:00:00 AM,2465,Kershaw,60,<5,13,
4/11/2020 12:00:00 AM,2466,Kershaw,34,<5,<5,<5
4/18/2020 12:00:00 AM,2467,Kershaw,15,<5,<5,<5
4/25/2020 12:00:00 AM,2468,Kershaw,19,<5,<5,<5
5/2/2020 12:00:00 AM,2469,Kershaw,21,<5,<5,
5/9/2020 12:00:00 AM,2470,Kershaw,12,<5,<5,<5
5/16/2020 12:00:00 AM,2471,Kershaw,19,<5,<5,
5/23/2020 12:00:00 AM,2472,Kershaw,32,<5,<5,<5
5/30/2020 12:00:00 AM,2473,Kershaw,31,<5,<5,
6/6/2020 12:00:00 AM,2474,Kershaw,46,<5,<5,<5
6/13/2020 12:00:00 AM,2475,Kershaw,66,<5,<5,
6/20/2020 12:00:00 AM,2476,Kershaw,86,<5,<5,
6/27/2020 12:00:00 AM,2477,Kershaw,104,<5,7,
7/4/2020 12:00:00 AM,2478,Kershaw,125,6,10,<5
7/11/2020 12:00:00 AM,2479,Kershaw,94,<5,7,
7/18/2020 12:00:00 AM,2480,Kershaw,136,13,7,<5
7/25/2020 12:00:00 AM,2481,Kershaw,135,9,10,<5
8/1/2020 12:00:00 AM,2482,Kershaw,117,<5,9,<5
8/8/2020 12:00:00 AM,2483,Kershaw,112,<5,<5,<5
8/15/2020 12:00:00 AM,2484,Kershaw,67,<5,7,<5
8/22/2020 12:00:00 AM,2485,Kershaw,64,<5,<5,
8/29/2020 12:00:00 AM,2486,Kershaw,81,5,<5,
9/5/2020 12:00:00 AM,2487,Kershaw,94,9,8,<5
9/12/2020 12:00:00 AM,2488,Kershaw,58,<5,8,<5
9/19/2020 12:00:00 AM,2489,Kershaw,83,13,<5,
9/26/2020 12:00:00 AM,2490,Kershaw,108,11,9,<5
10/3/2020 12:00:00 AM,2491,Kershaw,100,7,7,
10/10/2020 12:00:00 AM,2492,Kershaw,88,11,5,<5
10/17/2020 12:00:00 AM,2493,Kershaw,120,9,<5,<5
10/24/2020 12:00:00 AM,2494,Kershaw,79,21,5,5
10/31/2020 12:00:00 AM,2495,Kershaw,100,19,<5,<5
11/7/2020 12:00:00 AM,2496,Kershaw,78,14,6,<5
11/14/2020 12:00:00 AM,2497,Kershaw,88,15,<5,<5
11/21/2020 12:00:00 AM,2498,Kershaw,93,28,6,<5
11/28/2020 12:00:00 AM,2499,Kershaw,78,44,<5,<5
12/5/2020 12:00:00 AM,2500,Kershaw,116,48,<5,<5
12/12/2020 12:00:00 AM,2501,Kershaw,168,62,5,<5
12/19/2020 12:00:00 AM,2502,Kershaw,192,35,11,<5
12/26/2020 12:00:00 AM,2503,Kershaw,231,50,8,<5
1/2/2021 12:00:00 AM,2504,Kershaw,261,87,12,6
1/9/2021 12:00:00 AM,2505,Kershaw,339,105,<5,5
1/16/2021 12:00:00 AM,2506,Kershaw,395,76,5,5
1/23/2021 12:00:00 AM,2507,Kershaw,315,69,5,6
1/30/2021 12:00:00 AM,2508,Kershaw,295,114,5,7
2/6/2021 12:00:00 AM,2509,Kershaw,200,67,9,6
2/13/2021 12:00:00 AM,2510,Kershaw,157,84,6,<5
2/20/2021 12:00:00 AM,2511,Kershaw,94,40,6,6
2/27/2021 12:00:00 AM,2512,Kershaw,66,53,5,6
3/6/2021 12:00:00 AM,2513,Kershaw,41,41,<5,<5
3/13/2021 12:00:00 AM,2514,Kershaw,27,41,<5,<5
3/20/2021 12:00:00 AM,2515,Kershaw,46,51,<5,<5
3/27/2021 12:00:00 AM,2516,Kershaw,37,31,<5,
4/3/2021 12:00:00 AM,2517,Kershaw,33,36,<5,<5
4/10/2021 12:00:00 AM,2518,Kershaw,42,21,<5,<5
4/17/2021 12:00:00 AM,2519,Kershaw,53,42,<5,<5
4/24/2021 12:00:00 AM,2520,Kershaw,48,38,5,<5
5/1/2021 12:00:00 AM,2521,Kershaw,39,20,<5,<5
5/8/2021 12:00:00 AM,2522,Kershaw,22,24,<5,
5/15/2021 12:00:00 AM,2523,Kershaw,16,15,<5,<5
5/22/2021 12:00:00 AM,2524,Kershaw,11,8,<5,
5/29/2021 12:00:00 AM,2525,Kershaw,8,9,<5,
6/5/2021 12:00:00 AM,2526,Kershaw,6,12,<5,
6/12/2021 12:00:00 AM,2527,Kershaw,7,7,<5,
6/19/2021 12:00:00 AM,2528,Kershaw,<5,<5,<5,
6/26/2021 12:00:00 AM,2529,Kershaw,<5,5,<5,
7/3/2021 12:00:00 AM,2530,Kershaw,<5,12,<5,<5
7/10/2021 12:00:00 AM,2531,Kershaw,12,21,<5,
7/17/2021 12:00:00 AM,2532,Kershaw,21,59,5,<5
7/24/2021 12:00:00 AM,2533,Kershaw,60,92,5,
7/31/2021 12:00:00 AM,2534,Kershaw,138,95,<5,<5
8/7/2021 12:00:00 AM,2535,Kershaw,232,136,6,<5
8/14/2021 12:00:00 AM,2536,Kershaw,298,135,6,5
8/21/2021 12:00:00 AM,2537,Kershaw,322,129,<5,7
8/28/2021 12:00:00 AM,2538,Kershaw,357,91,5,7
9/4/2021 12:00:00 AM,2539,Kershaw,300,100,6,9
9/11/2021 12:00:00 AM,2540,Kershaw,240,237,10,5
9/18/2021 12:00:00 AM,2541,Kershaw,226,123,<5,7
9/25/2021 12:00:00 AM,2542,Kershaw,190,92,5,<5
10/2/2021 12:00:00 AM,2543,Kershaw,169,107,<5,7
10/9/2021 12:00:00 AM,2544,Kershaw,93,63,<5,<5
10/16/2021 12:00:00 AM,2545,Kershaw,77,44,<5,<5
10/23/2021 12:00:00 AM,2546,Kershaw,45,37,<5,<5
10/30/2021 12:00:00 AM,2547,Kershaw,35,36,<5,<5
11/6/2021 12:00:00 AM,2548,Kershaw,42,29,<5,<5
11/13/2021 12:00:00 AM,2549,Kershaw,31,22,<5,<5
11/20/2021 12:00:00 AM,2550,Kershaw,39,41,<5,<5
11/27/2021 12:00:00 AM,2551,Kershaw,23,25,<5,<5
12/4/2021 12:00:00 AM,2552,Kershaw,85,109,<5,<5
12/11/2021 12:00:00 AM,2553,Kershaw,85,85,6,<5
12/18/2021 12:00:00 AM,2554,Kershaw,62,74,6,
3/14/2020 12:00:00 AM,2555,Lancaster,<5,<5,<5,
3/21/2020 12:00:00 AM,2556,Lancaster,<5,<5,<5,
3/28/2020 12:00:00 AM,2557,Lancaster,12,<5,<5,
4/4/2020 12:00:00 AM,2558,Lancaster,25,<5,7,
4/11/2020 12:00:00 AM,2559,Lancaster,26,<5,10,
4/18/2020 12:00:00 AM,2560,Lancaster,6,<5,<5,<5
4/25/2020 12:00:00 AM,2561,Lancaster,5,<5,<5,
5/2/2020 12:00:00 AM,2562,Lancaster,8,<5,<5,<5
5/9/2020 12:00:00 AM,2563,Lancaster,10,<5,<5,<5
5/16/2020 12:00:00 AM,2564,Lancaster,17,<5,<5,
5/23/2020 12:00:00 AM,2565,Lancaster,13,<5,<5,
5/30/2020 12:00:00 AM,2566,Lancaster,14,<5,<5,<5
6/6/2020 12:00:00 AM,2567,Lancaster,59,<5,<5,
