Day Week Ends On,Sort County x Week,County,Count Confirmed Cases Suppressed if 1-4,Count Probable Cases Suppressed if 1-4,Count Hospitalized Cases Suppressed if 1-4,Count Deceased Cases Suppressed if 1-4
11/6/2021 12:00:00 AM,987,Cherokee,55,9,10,<5
11/13/2021 12:00:00 AM,988,Cherokee,41,6,<5,<5
11/20/2021 12:00:00 AM,989,Cherokee,55,<5,<5,<5
11/27/2021 12:00:00 AM,990,Cherokee,48,5,<5,
12/4/2021 12:00:00 AM,991,Cherokee,52,15,6,<5
12/11/2021 12:00:00 AM,992,Cherokee,34,36,<5,
12/18/2021 12:00:00 AM,993,Cherokee,49,10,<5,<5
3/21/2020 12:00:00 AM,994,Chester,<5,<5,<5,
3/28/2020 12:00:00 AM,995,Chester,<5,<5,<5,
4/4/2020 12:00:00 AM,996,Chester,10,<5,<5,
4/11/2020 12:00:00 AM,997,Chester,8,<5,<5,
4/18/2020 12:00:00 AM,998,Chester,6,<5,<5,
4/25/2020 12:00:00 AM,999,Chester,<5,<5,<5,
5/2/2020 12:00:00 AM,1000,Chester,<5,<5,<5,
5/9/2020 12:00:00 AM,1001,Chester,6,<5,<5,
5/16/2020 12:00:00 AM,1002,Chester,5,<5,<5,
5/23/2020 12:00:00 AM,1003,Chester,13,<5,<5,
5/30/2020 12:00:00 AM,1004,Chester,29,<5,<5,<5
6/6/2020 12:00:00 AM,1005,Chester,22,<5,<5,
6/13/2020 12:00:00 AM,1006,Chester,19,<5,<5,
6/20/2020 12:00:00 AM,1007,Chester,17,<5,<5,
6/27/2020 12:00:00 AM,1008,Chester,33,<5,<5,
7/4/2020 12:00:00 AM,1009,Chester,51,<5,6,<5
7/11/2020 12:00:00 AM,1010,Chester,56,<5,11,<5
7/18/2020 12:00:00 AM,1011,Chester,78,<5,7,
7/25/2020 12:00:00 AM,1012,Chester,97,<5,7,<5
8/1/2020 12:00:00 AM,1013,Chester,107,<5,14,<5
8/8/2020 12:00:00 AM,1014,Chester,101,<5,6,<5
8/15/2020 12:00:00 AM,1015,Chester,73,<5,<5,<5
8/22/2020 12:00:00 AM,1016,Chester,60,<5,8,<5
8/29/2020 12:00:00 AM,1017,Chester,68,<5,<5,<5
9/5/2020 12:00:00 AM,1018,Chester,64,5,<5,
9/12/2020 12:00:00 AM,1019,Chester,53,<5,10,
9/19/2020 12:00:00 AM,1020,Chester,20,<5,<5,<5
9/26/2020 12:00:00 AM,1021,Chester,24,<5,<5,<5
10/3/2020 12:00:00 AM,1022,Chester,23,<5,<5,<5
10/10/2020 12:00:00 AM,1023,Chester,51,<5,<5,<5
10/17/2020 12:00:00 AM,1024,Chester,46,<5,5,<5
10/24/2020 12:00:00 AM,1025,Chester,37,5,<5,<5
10/31/2020 12:00:00 AM,1026,Chester,44,<5,<5,<5
11/7/2020 12:00:00 AM,1027,Chester,56,<5,<5,<5
11/14/2020 12:00:00 AM,1028,Chester,59,<5,<5,<5
11/21/2020 12:00:00 AM,1029,Chester,82,<5,<5,<5
11/28/2020 12:00:00 AM,1030,Chester,96,6,<5,<5
12/5/2020 12:00:00 AM,1031,Chester,151,5,<5,<5
12/12/2020 12:00:00 AM,1032,Chester,131,8,5,<5
12/19/2020 12:00:00 AM,1033,Chester,164,13,<5,<5
12/26/2020 12:00:00 AM,1034,Chester,157,14,<5,<5
1/2/2021 12:00:00 AM,1035,Chester,197,14,5,<5
1/9/2021 12:00:00 AM,1036,Chester,245,39,<5,<5
1/16/2021 12:00:00 AM,1037,Chester,194,44,7,5
1/23/2021 12:00:00 AM,1038,Chester,154,61,<5,6
1/30/2021 12:00:00 AM,1039,Chester,136,41,<5,<5
2/6/2021 12:00:00 AM,1040,Chester,83,46,<5,<5
2/13/2021 12:00:00 AM,1041,Chester,54,34,<5,<5
2/20/2021 12:00:00 AM,1042,Chester,40,36,<5,<5
2/27/2021 12:00:00 AM,1043,Chester,37,33,<5,
3/6/2021 12:00:00 AM,1044,Chester,29,27,<5,<5
3/13/2021 12:00:00 AM,1045,Chester,33,33,<5,
3/20/2021 12:00:00 AM,1046,Chester,37,27,<5,<5
3/27/2021 12:00:00 AM,1047,Chester,24,22,<5,<5
4/3/2021 12:00:00 AM,1048,Chester,17,12,<5,<5
4/10/2021 12:00:00 AM,1049,Chester,16,12,<5,
4/17/2021 12:00:00 AM,1050,Chester,17,22,<5,<5
4/24/2021 12:00:00 AM,1051,Chester,16,21,<5,
5/1/2021 12:00:00 AM,1052,Chester,15,18,<5,
5/8/2021 12:00:00 AM,1053,Chester,16,33,<5,<5
5/15/2021 12:00:00 AM,1054,Chester,6,11,<5,
5/22/2021 12:00:00 AM,1055,Chester,14,11,<5,
5/29/2021 12:00:00 AM,1056,Chester,12,8,<5,
6/5/2021 12:00:00 AM,1057,Chester,6,10,<5,
6/12/2021 12:00:00 AM,1058,Chester,7,9,<5,
6/19/2021 12:00:00 AM,1059,Chester,5,<5,<5,
6/26/2021 12:00:00 AM,1060,Chester,5,<5,<5,
7/3/2021 12:00:00 AM,1061,Chester,<5,<5,<5,
7/10/2021 12:00:00 AM,1062,Chester,13,9,<5,<5
7/17/2021 12:00:00 AM,1063,Chester,10,12,<5,
7/24/2021 12:00:00 AM,1064,Chester,31,22,<5,<5
7/31/2021 12:00:00 AM,1065,Chester,48,42,<5,
8/7/2021 12:00:00 AM,1066,Chester,45,51,<5,
8/14/2021 12:00:00 AM,1067,Chester,77,50,<5,<5
8/21/2021 12:00:00 AM,1068,Chester,117,47,<5,<5
8/28/2021 12:00:00 AM,1069,Chester,185,56,5,<5
9/4/2021 12:00:00 AM,1070,Chester,200,71,<5,<5
9/11/2021 12:00:00 AM,1071,Chester,165,111,9,<5
9/18/2021 12:00:00 AM,1072,Chester,144,72,9,<5
9/25/2021 12:00:00 AM,1073,Chester,105,65,11,6
10/2/2021 12:00:00 AM,1074,Chester,70,41,6,<5
10/9/2021 12:00:00 AM,1075,Chester,56,48,6,5
10/16/2021 12:00:00 AM,1076,Chester,43,48,<5,6
10/23/2021 12:00:00 AM,1077,Chester,23,33,<5,
10/30/2021 12:00:00 AM,1078,Chester,27,18,<5,<5
11/6/2021 12:00:00 AM,1079,Chester,16,20,<5,<5
11/13/2021 12:00:00 AM,1080,Chester,16,15,<5,
11/20/2021 12:00:00 AM,1081,Chester,15,26,<5,<5
11/27/2021 12:00:00 AM,1082,Chester,12,8,<5,<5
12/4/2021 12:00:00 AM,1083,Chester,27,48,<5,<5
12/11/2021 12:00:00 AM,1084,Chester,23,44,<5,<5
12/18/2021 12:00:00 AM,1085,Chester,40,32,<5,
3/28/2020 12:00:00 AM,1086,Chesterfield,5,<5,<5,
4/4/2020 12:00:00 AM,1087,Chesterfield,9,<5,<5,
4/11/2020 12:00:00 AM,1088,Chesterfield,9,<5,<5,
4/18/2020 12:00:00 AM,1089,Chesterfield,16,<5,7,
4/25/2020 12:00:00 AM,1090,Chesterfield,8,<5,<5,
5/2/2020 12:00:00 AM,1091,Chesterfield,15,<5,<5,<5
5/9/2020 12:00:00 AM,1092,Chesterfield,20,<5,6,
5/16/2020 12:00:00 AM,1093,Chesterfield,18,<5,<5,
5/23/2020 12:00:00 AM,1094,Chesterfield,35,<5,11,<5
5/30/2020 12:00:00 AM,1095,Chesterfield,62,<5,13,<5
6/6/2020 12:00:00 AM,1096,Chesterfield,70,<5,5,<5
6/13/2020 12:00:00 AM,1097,Chesterfield,43,<5,8,<5
6/20/2020 12:00:00 AM,1098,Chesterfield,21,<5,<5,<5
6/27/2020 12:00:00 AM,1099,Chesterfield,41,<5,<5,<5
7/4/2020 12:00:00 AM,1100,Chesterfield,41,<5,5,<5
7/11/2020 12:00:00 AM,1101,Chesterfield,52,<5,<5,
7/18/2020 12:00:00 AM,1102,Chesterfield,77,<5,<5,<5
7/25/2020 12:00:00 AM,1103,Chesterfield,82,<5,<5,<5
8/1/2020 12:00:00 AM,1104,Chesterfield,61,9,6,
8/8/2020 12:00:00 AM,1105,Chesterfield,61,8,5,<5
8/15/2020 12:00:00 AM,1106,Chesterfield,53,10,<5,<5
8/22/2020 12:00:00 AM,1107,Chesterfield,65,17,<5,
8/29/2020 12:00:00 AM,1108,Chesterfield,74,14,9,<5
9/5/2020 12:00:00 AM,1109,Chesterfield,46,15,8,<5
9/12/2020 12:00:00 AM,1110,Chesterfield,44,9,<5,
9/19/2020 12:00:00 AM,1111,Chesterfield,46,16,5,5
9/26/2020 12:00:00 AM,1112,Chesterfield,30,11,<5,<5
10/3/2020 12:00:00 AM,1113,Chesterfield,30,12,<5,<5
10/10/2020 12:00:00 AM,1114,Chesterfield,58,18,10,
10/17/2020 12:00:00 AM,1115,Chesterfield,55,26,<5,<5
10/24/2020 12:00:00 AM,1116,Chesterfield,54,5,6,<5
10/31/2020 12:00:00 AM,1117,Chesterfield,35,10,<5,<5
11/7/2020 12:00:00 AM,1118,Chesterfield,30,21,<5,<5
11/14/2020 12:00:00 AM,1119,Chesterfield,52,12,<5,<5
11/21/2020 12:00:00 AM,1120,Chesterfield,36,20,5,
11/28/2020 12:00:00 AM,1121,Chesterfield,57,20,<5,<5
12/5/2020 12:00:00 AM,1122,Chesterfield,64,52,<5,<5
12/12/2020 12:00:00 AM,1123,Chesterfield,99,27,<5,
12/19/2020 12:00:00 AM,1124,Chesterfield,104,35,6,<5
12/26/2020 12:00:00 AM,1125,Chesterfield,122,57,15,<5
1/2/2021 12:00:00 AM,1126,Chesterfield,117,77,7,<5
1/9/2021 12:00:00 AM,1127,Chesterfield,192,106,10,5
1/16/2021 12:00:00 AM,1128,Chesterfield,148,79,11,<5
1/23/2021 12:00:00 AM,1129,Chesterfield,161,111,10,7
1/30/2021 12:00:00 AM,1130,Chesterfield,158,103,11,7
2/6/2021 12:00:00 AM,1131,Chesterfield,97,134,6,<5
2/13/2021 12:00:00 AM,1132,Chesterfield,107,116,10,<5
2/20/2021 12:00:00 AM,1133,Chesterfield,74,65,8,<5
2/27/2021 12:00:00 AM,1134,Chesterfield,50,54,<5,<5
3/6/2021 12:00:00 AM,1135,Chesterfield,20,33,<5,<5
3/13/2021 12:00:00 AM,1136,Chesterfield,29,42,<5,<5
3/20/2021 12:00:00 AM,1137,Chesterfield,33,56,<5,<5
3/27/2021 12:00:00 AM,1138,Chesterfield,17,37,<5,
4/3/2021 12:00:00 AM,1139,Chesterfield,21,25,5,<5
4/10/2021 12:00:00 AM,1140,Chesterfield,13,22,<5,
4/17/2021 12:00:00 AM,1141,Chesterfield,23,28,<5,<5
4/24/2021 12:00:00 AM,1142,Chesterfield,22,24,<5,
5/1/2021 12:00:00 AM,1143,Chesterfield,26,32,<5,<5
5/8/2021 12:00:00 AM,1144,Chesterfield,11,17,<5,
5/15/2021 12:00:00 AM,1145,Chesterfield,18,19,<5,<5
5/22/2021 12:00:00 AM,1146,Chesterfield,14,21,<5,<5
5/29/2021 12:00:00 AM,1147,Chesterfield,7,20,<5,
6/5/2021 12:00:00 AM,1148,Chesterfield,6,9,<5,
6/12/2021 12:00:00 AM,1149,Chesterfield,<5,<5,<5,<5
6/19/2021 12:00:00 AM,1150,Chesterfield,<5,<5,<5,
6/26/2021 12:00:00 AM,1151,Chesterfield,<5,10,<5,
7/3/2021 12:00:00 AM,1152,Chesterfield,<5,<5,<5,
7/10/2021 12:00:00 AM,1153,Chesterfield,7,9,<5,
7/17/2021 12:00:00 AM,1154,Chesterfield,12,6,<5,
7/24/2021 12:00:00 AM,1155,Chesterfield,17,50,<5,
7/31/2021 12:00:00 AM,1156,Chesterfield,29,42,<5,
8/7/2021 12:00:00 AM,1157,Chesterfield,58,99,6,<5
8/14/2021 12:00:00 AM,1158,Chesterfield,101,72,<5,<5
8/21/2021 12:00:00 AM,1159,Chesterfield,111,115,6,<5
8/28/2021 12:00:00 AM,1160,Chesterfield,140,54,5,<5
9/4/2021 12:00:00 AM,1161,Chesterfield,194,91,<5,<5
9/11/2021 12:00:00 AM,1162,Chesterfield,120,88,8,<5
9/18/2021 12:00:00 AM,1163,Chesterfield,97,109,<5,<5
9/25/2021 12:00:00 AM,1164,Chesterfield,102,96,7,<5
10/2/2021 12:00:00 AM,1165,Chesterfield,68,99,<5,<5
10/9/2021 12:00:00 AM,1166,Chesterfield,75,50,<5,6
10/16/2021 12:00:00 AM,1167,Chesterfield,48,58,<5,<5
10/23/2021 12:00:00 AM,1168,Chesterfield,33,31,<5,<5
10/30/2021 12:00:00 AM,1169,Chesterfield,34,40,<5,
11/6/2021 12:00:00 AM,1170,Chesterfield,24,54,<5,
11/13/2021 12:00:00 AM,1171,Chesterfield,19,24,<5,
11/20/2021 12:00:00 AM,1172,Chesterfield,25,25,<5,<5
11/27/2021 12:00:00 AM,1173,Chesterfield,23,38,<5,<5
12/4/2021 12:00:00 AM,1174,Chesterfield,21,50,6,<5
12/11/2021 12:00:00 AM,1175,Chesterfield,30,66,<5,<5
12/18/2021 12:00:00 AM,1176,Chesterfield,41,77,<5,<5
3/21/2020 12:00:00 AM,1177,Clarendon,<5,<5,<5,<5
3/28/2020 12:00:00 AM,1178,Clarendon,14,<5,5,
4/4/2020 12:00:00 AM,1179,Clarendon,39,<5,17,<5
4/11/2020 12:00:00 AM,1180,Clarendon,33,<5,<5,<5
4/18/2020 12:00:00 AM,1181,Clarendon,27,<5,9,<5
4/25/2020 12:00:00 AM,1182,Clarendon,67,<5,22,9
5/2/2020 12:00:00 AM,1183,Clarendon,47,<5,15,9
5/9/2020 12:00:00 AM,1184,Clarendon,34,<5,11,5
5/16/2020 12:00:00 AM,1185,Clarendon,15,<5,<5,<5
5/23/2020 12:00:00 AM,1186,Clarendon,15,<5,<5,7
5/30/2020 12:00:00 AM,1187,Clarendon,10,<5,<5,
6/6/2020 12:00:00 AM,1188,Clarendon,6,<5,<5,<5
6/13/2020 12:00:00 AM,1189,Clarendon,27,<5,6,
6/20/2020 12:00:00 AM,1190,Clarendon,28,<5,<5,
6/27/2020 12:00:00 AM,1191,Clarendon,44,<5,<5,<5
7/4/2020 12:00:00 AM,1192,Clarendon,47,<5,<5,<5
7/11/2020 12:00:00 AM,1193,Clarendon,39,<5,<5,<5
7/18/2020 12:00:00 AM,1194,Clarendon,85,<5,10,<5
7/25/2020 12:00:00 AM,1195,Clarendon,100,<5,6,<5
8/1/2020 12:00:00 AM,1196,Clarendon,90,<5,11,<5
8/8/2020 12:00:00 AM,1197,Clarendon,63,<5,7,<5
8/15/2020 12:00:00 AM,1198,Clarendon,63,<5,<5,7
8/22/2020 12:00:00 AM,1199,Clarendon,38,<5,<5,<5
8/29/2020 12:00:00 AM,1200,Clarendon,28,<5,<5,<5
9/5/2020 12:00:00 AM,1201,Clarendon,31,<5,<5,<5
9/12/2020 12:00:00 AM,1202,Clarendon,25,<5,<5,<5
9/19/2020 12:00:00 AM,1203,Clarendon,40,<5,7,
9/26/2020 12:00:00 AM,1204,Clarendon,27,<5,<5,
10/3/2020 12:00:00 AM,1205,Clarendon,13,<5,<5,<5
10/10/2020 12:00:00 AM,1206,Clarendon,10,<5,<5,<5
10/17/2020 12:00:00 AM,1207,Clarendon,15,<5,<5,
10/24/2020 12:00:00 AM,1208,Clarendon,10,7,<5,
10/31/2020 12:00:00 AM,1209,Clarendon,32,5,<5,
11/7/2020 12:00:00 AM,1210,Clarendon,32,6,<5,<5
11/14/2020 12:00:00 AM,1211,Clarendon,46,<5,<5,
11/21/2020 12:00:00 AM,1212,Clarendon,31,<5,<5,
11/28/2020 12:00:00 AM,1213,Clarendon,52,13,<5,<5
12/5/2020 12:00:00 AM,1214,Clarendon,45,16,5,<5
12/12/2020 12:00:00 AM,1215,Clarendon,77,9,<5,<5
12/19/2020 12:00:00 AM,1216,Clarendon,85,29,<5,<5
12/26/2020 12:00:00 AM,1217,Clarendon,136,9,8,<5
1/2/2021 12:00:00 AM,1218,Clarendon,87,19,6,<5
1/9/2021 12:00:00 AM,1219,Clarendon,112,42,<5,<5
1/16/2021 12:00:00 AM,1220,Clarendon,162,41,10,<5
1/23/2021 12:00:00 AM,1221,Clarendon,126,44,7,<5
1/30/2021 12:00:00 AM,1222,Clarendon,103,28,8,<5
2/6/2021 12:00:00 AM,1223,Clarendon,65,35,<5,5
2/13/2021 12:00:00 AM,1224,Clarendon,92,63,6,5
2/20/2021 12:00:00 AM,1225,Clarendon,66,25,<5,<5
2/27/2021 12:00:00 AM,1226,Clarendon,50,38,11,<5
3/6/2021 12:00:00 AM,1227,Clarendon,53,32,7,<5
3/13/2021 12:00:00 AM,1228,Clarendon,15,36,<5,<5
3/20/2021 12:00:00 AM,1229,Clarendon,14,64,<5,
3/27/2021 12:00:00 AM,1230,Clarendon,19,36,<5,
4/3/2021 12:00:00 AM,1231,Clarendon,9,21,<5,<5
4/10/2021 12:00:00 AM,1232,Clarendon,19,<5,<5,<5
4/17/2021 12:00:00 AM,1233,Clarendon,20,16,<5,
4/24/2021 12:00:00 AM,1234,Clarendon,12,18,<5,<5
5/1/2021 12:00:00 AM,1235,Clarendon,8,13,<5,<5
5/8/2021 12:00:00 AM,1236,Clarendon,8,<5,<5,<5
5/15/2021 12:00:00 AM,1237,Clarendon,10,<5,<5,<5
5/22/2021 12:00:00 AM,1238,Clarendon,7,6,<5,
5/29/2021 12:00:00 AM,1239,Clarendon,9,<5,<5,<5
6/5/2021 12:00:00 AM,1240,Clarendon,<5,<5,<5,
6/12/2021 12:00:00 AM,1241,Clarendon,6,<5,<5,
6/19/2021 12:00:00 AM,1242,Clarendon,<5,<5,<5,
6/26/2021 12:00:00 AM,1243,Clarendon,<5,<5,<5,
7/3/2021 12:00:00 AM,1244,Clarendon,<5,<5,<5,
7/10/2021 12:00:00 AM,1245,Clarendon,5,<5,<5,
7/17/2021 12:00:00 AM,1246,Clarendon,14,<5,<5,
7/24/2021 12:00:00 AM,1247,Clarendon,21,22,<5,<5
7/31/2021 12:00:00 AM,1248,Clarendon,69,43,<5,
8/7/2021 12:00:00 AM,1249,Clarendon,115,91,<5,
8/14/2021 12:00:00 AM,1250,Clarendon,99,69,7,<5
8/21/2021 12:00:00 AM,1251,Clarendon,99,37,5,<5
8/28/2021 12:00:00 AM,1252,Clarendon,105,11,<5,<5
9/4/2021 12:00:00 AM,1253,Clarendon,125,23,9,<5
9/11/2021 12:00:00 AM,1254,Clarendon,83,43,<5,8
9/18/2021 12:00:00 AM,1255,Clarendon,74,36,<5,<5
9/25/2021 12:00:00 AM,1256,Clarendon,53,62,<5,<5
10/2/2021 12:00:00 AM,1257,Clarendon,37,66,<5,
10/9/2021 12:00:00 AM,1258,Clarendon,38,35,<5,<5
10/16/2021 12:00:00 AM,1259,Clarendon,32,42,<5,
10/23/2021 12:00:00 AM,1260,Clarendon,17,18,<5,<5
10/30/2021 12:00:00 AM,1261,Clarendon,16,23,<5,
11/6/2021 12:00:00 AM,1262,Clarendon,13,20,<5,
11/13/2021 12:00:00 AM,1263,Clarendon,<5,8,<5,
11/20/2021 12:00:00 AM,1264,Clarendon,9,18,<5,
11/27/2021 12:00:00 AM,1265,Clarendon,6,12,<5,
12/4/2021 12:00:00 AM,1266,Clarendon,14,18,<5,
12/11/2021 12:00:00 AM,1267,Clarendon,19,22,<5,<5
12/18/2021 12:00:00 AM,1268,Clarendon,14,30,<5,
3/21/2020 12:00:00 AM,1269,Colleton,<5,<5,<5,
3/28/2020 12:00:00 AM,1270,Colleton,<5,<5,<5,
4/4/2020 12:00:00 AM,1271,Colleton,6,<5,<5,
4/11/2020 12:00:00 AM,1272,Colleton,9,<5,<5,
4/18/2020 12:00:00 AM,1273,Colleton,<5,<5,<5,<5
4/25/2020 12:00:00 AM,1274,Colleton,<5,<5,<5,<5
5/2/2020 12:00:00 AM,1275,Colleton,6,<5,<5,
5/16/2020 12:00:00 AM,1276,Colleton,25,<5,7,
5/23/2020 12:00:00 AM,1277,Colleton,46,<5,<5,6
5/30/2020 12:00:00 AM,1278,Colleton,22,<5,<5,<5
6/6/2020 12:00:00 AM,1279,Colleton,31,<5,7,<5
6/13/2020 12:00:00 AM,1280,Colleton,52,<5,<5,<5
6/20/2020 12:00:00 AM,1281,Colleton,35,<5,<5,<5
6/27/2020 12:00:00 AM,1282,Colleton,74,<5,9,<5
7/4/2020 12:00:00 AM,1283,Colleton,78,<5,<5,<5
7/11/2020 12:00:00 AM,1284,Colleton,88,<5,<5,<5
7/18/2020 12:00:00 AM,1285,Colleton,95,<5,<5,5
7/25/2020 12:00:00 AM,1286,Colleton,91,<5,6,<5
8/1/2020 12:00:00 AM,1287,Colleton,91,<5,5,<5
8/8/2020 12:00:00 AM,1288,Colleton,50,<5,<5,<5
8/15/2020 12:00:00 AM,1289,Colleton,38,<5,<5,<5
8/22/2020 12:00:00 AM,1290,Colleton,18,<5,<5,<5
8/29/2020 12:00:00 AM,1291,Colleton,21,<5,5,<5
9/5/2020 12:00:00 AM,1292,Colleton,31,<5,<5,
9/12/2020 12:00:00 AM,1293,Colleton,26,7,<5,<5
9/19/2020 12:00:00 AM,1294,Colleton,30,5,<5,<5
9/26/2020 12:00:00 AM,1295,Colleton,37,5,<5,
10/3/2020 12:00:00 AM,1296,Colleton,44,<5,<5,
10/10/2020 12:00:00 AM,1297,Colleton,50,<5,8,
10/17/2020 12:00:00 AM,1298,Colleton,51,<5,7,<5
10/24/2020 12:00:00 AM,1299,Colleton,35,8,<5,<5
10/31/2020 12:00:00 AM,1300,Colleton,54,11,5,
11/7/2020 12:00:00 AM,1301,Colleton,49,12,9,
11/14/2020 12:00:00 AM,1302,Colleton,50,5,<5,<5
11/21/2020 12:00:00 AM,1303,Colleton,32,10,<5,
11/28/2020 12:00:00 AM,1304,Colleton,32,10,<5,<5
12/5/2020 12:00:00 AM,1305,Colleton,46,37,<5,<5
12/12/2020 12:00:00 AM,1306,Colleton,69,35,<5,<5
12/19/2020 12:00:00 AM,1307,Colleton,67,46,6,<5
12/26/2020 12:00:00 AM,1308,Colleton,88,67,10,<5
1/2/2021 12:00:00 AM,1309,Colleton,113,79,<5,<5
1/9/2021 12:00:00 AM,1310,Colleton,166,89,10,<5
1/16/2021 12:00:00 AM,1311,Colleton,160,73,15,13
1/23/2021 12:00:00 AM,1312,Colleton,111,82,6,9
1/30/2021 12:00:00 AM,1313,Colleton,90,36,<5,10
2/6/2021 12:00:00 AM,1314,Colleton,41,34,<5,10
2/13/2021 12:00:00 AM,1315,Colleton,42,28,5,<5
2/20/2021 12:00:00 AM,1316,Colleton,46,30,7,5
2/27/2021 12:00:00 AM,1317,Colleton,25,37,<5,<5
3/6/2021 12:00:00 AM,1318,Colleton,18,15,<5,<5
3/13/2021 12:00:00 AM,1319,Colleton,19,16,<5,<5
3/20/2021 12:00:00 AM,1320,Colleton,16,19,<5,<5
3/27/2021 12:00:00 AM,1321,Colleton,13,18,5,<5
4/3/2021 12:00:00 AM,1322,Colleton,14,14,<5,
4/10/2021 12:00:00 AM,1323,Colleton,20,16,<5,<5
4/17/2021 12:00:00 AM,1324,Colleton,28,21,<5,<5
4/24/2021 12:00:00 AM,1325,Colleton,21,36,<5,
5/1/2021 12:00:00 AM,1326,Colleton,24,12,<5,<5
5/8/2021 12:00:00 AM,1327,Colleton,12,5,<5,
5/15/2021 12:00:00 AM,1328,Colleton,6,10,<5,
5/22/2021 12:00:00 AM,1329,Colleton,8,11,<5,<5
5/29/2021 12:00:00 AM,1330,Colleton,11,6,<5,
6/5/2021 12:00:00 AM,1331,Colleton,8,<5,<5,
6/12/2021 12:00:00 AM,1332,Colleton,10,<5,<5,
6/19/2021 12:00:00 AM,1333,Colleton,5,14,<5,<5
6/26/2021 12:00:00 AM,1334,Colleton,<5,5,<5,<5
7/3/2021 12:00:00 AM,1335,Colleton,9,7,<5,
7/10/2021 12:00:00 AM,1336,Colleton,5,11,<5,
7/17/2021 12:00:00 AM,1337,Colleton,12,13,<5,<5
7/24/2021 12:00:00 AM,1338,Colleton,37,23,<5,<5
7/31/2021 12:00:00 AM,1339,Colleton,36,50,<5,
8/7/2021 12:00:00 AM,1340,Colleton,76,54,5,<5
8/14/2021 12:00:00 AM,1341,Colleton,114,50,6,5
8/21/2021 12:00:00 AM,1342,Colleton,216,42,10,<5
8/28/2021 12:00:00 AM,1343,Colleton,292,73,12,10
9/4/2021 12:00:00 AM,1344,Colleton,195,59,7,5
9/11/2021 12:00:00 AM,1345,Colleton,127,34,8,9
9/18/2021 12:00:00 AM,1346,Colleton,99,49,<5,12
9/25/2021 12:00:00 AM,1347,Colleton,60,19,<5,<5
10/2/2021 12:00:00 AM,1348,Colleton,42,27,5,<5
10/9/2021 12:00:00 AM,1349,Colleton,23,24,6,<5
10/16/2021 12:00:00 AM,1350,Colleton,15,<5,<5,<5
10/23/2021 12:00:00 AM,1351,Colleton,8,10,<5,<5
10/30/2021 12:00:00 AM,1352,Colleton,11,5,<5,
11/6/2021 12:00:00 AM,1353,Colleton,11,<5,<5,
11/13/2021 12:00:00 AM,1354,Colleton,9,<5,<5,
11/20/2021 12:00:00 AM,1355,Colleton,15,24,<5,
11/27/2021 12:00:00 AM,1356,Colleton,6,8,<5,
12/4/2021 12:00:00 AM,1357,Colleton,21,29,<5,
12/11/2021 12:00:00 AM,1358,Colleton,23,26,5,<5
12/18/2021 12:00:00 AM,1359,Colleton,17,15,<5,<5
3/21/2020 12:00:00 AM,1360,Darlington,5,<5,<5,
3/28/2020 12:00:00 AM,1361,Darlington,6,<5,<5,
4/4/2020 12:00:00 AM,1362,Darlington,8,<5,<5,
4/11/2020 12:00:00 AM,1363,Darlington,19,<5,<5,
4/18/2020 12:00:00 AM,1364,Darlington,25,<5,5,
4/25/2020 12:00:00 AM,1365,Darlington,42,<5,9,<5
5/2/2020 12:00:00 AM,1366,Darlington,33,<5,6,<5
5/9/2020 12:00:00 AM,1367,Darlington,34,<5,9,<5
5/16/2020 12:00:00 AM,1368,Darlington,50,<5,5,<5
5/23/2020 12:00:00 AM,1369,Darlington,36,<5,5,<5
5/30/2020 12:00:00 AM,1370,Darlington,48,<5,<5,5
6/6/2020 12:00:00 AM,1371,Darlington,36,<5,<5,<5
6/13/2020 12:00:00 AM,1372,Darlington,22,<5,<5,<5
6/20/2020 12:00:00 AM,1373,Darlington,29,<5,<5,<5
6/27/2020 12:00:00 AM,1374,Darlington,48,<5,<5,
7/4/2020 12:00:00 AM,1375,Darlington,64,<5,8,<5
7/11/2020 12:00:00 AM,1376,Darlington,72,<5,7,
7/18/2020 12:00:00 AM,1377,Darlington,133,8,11,<5
7/25/2020 12:00:00 AM,1378,Darlington,178,<5,24,9
8/1/2020 12:00:00 AM,1379,Darlington,209,<5,23,<5
8/8/2020 12:00:00 AM,1380,Darlington,183,8,11,<5
8/15/2020 12:00:00 AM,1381,Darlington,154,6,11,7
8/22/2020 12:00:00 AM,1382,Darlington,98,22,5,<5
8/29/2020 12:00:00 AM,1383,Darlington,64,<5,8,<5
9/5/2020 12:00:00 AM,1384,Darlington,75,34,11,
9/12/2020 12:00:00 AM,1385,Darlington,60,38,<5,<5
9/19/2020 12:00:00 AM,1386,Darlington,102,35,11,<5
9/26/2020 12:00:00 AM,1387,Darlington,62,16,7,<5
10/3/2020 12:00:00 AM,1388,Darlington,57,15,8,7
10/10/2020 12:00:00 AM,1389,Darlington,58,77,5,<5
10/17/2020 12:00:00 AM,1390,Darlington,51,34,<5,<5
10/24/2020 12:00:00 AM,1391,Darlington,73,39,<5,<5
10/31/2020 12:00:00 AM,1392,Darlington,81,25,10,
11/7/2020 12:00:00 AM,1393,Darlington,64,58,8,
11/14/2020 12:00:00 AM,1394,Darlington,62,44,7,<5
11/21/2020 12:00:00 AM,1395,Darlington,81,41,6,<5
11/28/2020 12:00:00 AM,1396,Darlington,79,16,10,<5
12/5/2020 12:00:00 AM,1397,Darlington,190,90,11,<5
